;n;label;hit;total;percent
631;22;J;14.0;20.0;0.7
632;22;K;24.0;32.0;0.75
633;22;L;31.0;35.0;0.8857142857142857
634;22;M;26.0;36.0;0.7222222222222222
635;22;N;24.0;29.0;0.8275862068965517
636;22;P;31.0;34.0;0.9117647058823529
637;22;R;29.0;32.0;0.90625
638;22;S;22.0;28.0;0.7857142857142857
639;22;T;23.0;32.0;0.71875
640;22;V;27.0;32.0;0.84375
641;22;W;22.0;25.0;0.88
642;22;X;20.0;28.0;0.7142857142857143
643;22;Z;22.0;28.0;0.7857142857142857
644;23;1;16.0;22.0;0.7272727272727273
645;23;2;15.0;23.0;0.6521739130434783
646;23;3;23.0;28.0;0.8214285714285714
647;23;4;15.0;22.0;0.6818181818181818
648;23;5;24.0;26.0;0.9230769230769231
649;23;6;19.0;24.0;0.7916666666666666
650;23;7;10.0;33.0;0.30303030303030304
651;23;8;20.0;24.0;0.8333333333333334
652;23;9;24.0;30.0;0.8
653;23;B;38.0;41.0;0.926829268292683
654;23;C;27.0;31.0;0.8709677419354839
655;23;D;28.0;33.0;0.8484848484848485
656;23;F;21.0;26.0;0.8076923076923077
657;23;G;28.0;30.0;0.9333333333333333
658;23;H;18.0;28.0;0.6428571428571429
659;23;J;25.0;29.0;0.8620689655172413
660;23;K;24.0;28.0;0.8571428571428571
661;23;L;23.0;27.0;0.8518518518518519
662;23;M;27.0;33.0;0.8181818181818182
663;23;N;32.0;37.0;0.8648648648648649
664;23;P;24.0;28.0;0.8571428571428571
665;23;R;22.0;27.0;0.8148148148148148
666;23;S;24.0;30.0;0.8
667;23;T;20.0;27.0;0.7407407407407407
668;23;V;28.0;34.0;0.8235294117647058
669;23;W;25.0;29.0;0.8620689655172413
670;23;X;14.0;22.0;0.6363636363636364
671;23;Z;20.0;28.0;0.7142857142857143
672;24;1;20.0;33.0;0.6060606060606061
673;24;2;20.0;31.0;0.6451612903225806
674;24;3;27.0;32.0;0.84375
675;24;4;14.0;20.0;0.7
676;24;5;22.0;23.0;0.9565217391304348
677;24;6;18.0;19.0;0.9473684210526315
678;24;7;19.0;28.0;0.6785714285714286
679;24;8;25.0;28.0;0.8928571428571429
680;24;9;20.0;28.0;0.7142857142857143
681;24;B;32.0;36.0;0.8888888888888888
682;24;C;31.0;38.0;0.8157894736842105
683;24;D;23.0;28.0;0.8214285714285714
684;24;F;24.0;28.0;0.8571428571428571
685;24;G;29.0;34.0;0.8529411764705882
686;24;H;13.0;25.0;0.52
687;24;J;17.0;23.0;0.7391304347826086
688;24;K;23.0;29.0;0.7931034482758621
689;24;L;31.0;34.0;0.9117647058823529
690;24;M;25.0;33.0;0.7575757575757576
691;24;N;28.0;32.0;0.875
692;24;P;23.0;26.0;0.8846153846153846
693;24;R;16.0;17.0;0.9411764705882353
694;24;S;24.0;29.0;0.8275862068965517
695;24;T;15.0;23.0;0.6521739130434783
696;24;V;28.0;35.0;0.8
697;24;W;22.0;32.0;0.6875
698;24;X;17.0;27.0;0.6296296296296297
699;24;Z;20.0;29.0;0.6896551724137931
700;25;1;14.0;18.0;0.7777777777777778
701;25;2;18.0;23.0;0.782608695652174
702;25;3;40.0;42.0;0.9523809523809523
703;25;4;19.0;27.0;0.7037037037037037
704;25;5;25.0;28.0;0.8928571428571429
705;25;6;16.0;20.0;0.8
706;25;7;18.0;27.0;0.6666666666666666
707;25;8;25.0;31.0;0.8064516129032258
708;25;9;20.0;25.0;0.8
709;25;B;23.0;29.0;0.7931034482758621
710;25;C;26.0;32.0;0.8125
711;25;D;20.0;26.0;0.7692307692307693
712;25;F;24.0;31.0;0.7741935483870968
713;25;G;28.0;30.0;0.9333333333333333
714;25;H;19.0;25.0;0.76
715;25;J;15.0;21.0;0.7142857142857143
716;25;K;30.0;34.0;0.8823529411764706
717;25;L;34.0;37.0;0.918918918918919
718;25;M;22.0;32.0;0.6875
719;25;N;28.0;35.0;0.8
720;25;P;25.0;30.0;0.8333333333333334
721;25;R;23.0;26.0;0.8846153846153846
722;25;S;21.0;25.0;0.84
723;25;T;27.0;34.0;0.7941176470588235
724;25;V;19.0;25.0;0.76
725;25;W;28.0;33.0;0.8484848484848485
726;25;X;23.0;26.0;0.8846153846153846
727;25;Z;20.0;28.0;0.7142857142857143
728;26;1;12.0;19.0;0.631578947368421
729;26;2;22.0;27.0;0.8148148148148148
730;26;3;18.0;26.0;0.6923076923076923
731;26;4;15.0;25.0;0.6
732;26;5;25.0;25.0;1.0
733;26;6;11.0;19.0;0.5789473684210527
734;26;7;23.0;30.0;0.7666666666666667
735;26;8;17.0;23.0;0.7391304347826086
736;26;9;17.0;23.0;0.7391304347826086
737;26;B;29.0;32.0;0.90625
738;26;C;34.0;40.0;0.85
739;26;D;20.0;25.0;0.8
740;26;F;22.0;33.0;0.6666666666666666
741;26;G;28.0;31.0;0.9032258064516129
742;26;H;18.0;26.0;0.6923076923076923
743;26;J;21.0;30.0;0.7
744;26;K;27.0;35.0;0.7714285714285715
745;26;L;27.0;30.0;0.9
746;26;M;27.0;34.0;0.7941176470588235
747;26;N;24.0;33.0;0.7272727272727273
748;26;P;27.0;30.0;0.9
749;26;R;20.0;26.0;0.7692307692307693
750;26;S;33.0;37.0;0.8918918918918919
751;26;T;20.0;24.0;0.8333333333333334
752;26;V;24.0;28.0;0.8571428571428571
753;26;W;32.0;40.0;0.8
754;26;X;20.0;24.0;0.8333333333333334
755;26;Z;21.0;25.0;0.84
756;27;1;17.0;31.0;0.5483870967741935
757;27;2;16.0;23.0;0.6956521739130435
758;27;3;28.0;33.0;0.8484848484848485
759;27;4;18.0;28.0;0.6428571428571429
760;27;5;24.0;27.0;0.8888888888888888
761;27;6;20.0;26.0;0.7692307692307693
762;27;7;24.0;30.0;0.8
763;27;8;20.0;23.0;0.8695652173913043
764;27;9;15.0;20.0;0.75
765;27;B;29.0;33.0;0.8787878787878788
766;27;C;24.0;28.0;0.8571428571428571
767;27;D;17.0;24.0;0.7083333333333334
768;27;F;21.0;27.0;0.7777777777777778
769;27;G;29.0;32.0;0.90625
770;27;H;20.0;32.0;0.625
771;27;J;22.0;33.0;0.6666666666666666
772;27;K;23.0;28.0;0.8214285714285714
773;27;L;25.0;29.0;0.8620689655172413
774;27;M;21.0;28.0;0.75
775;27;N;35.0;42.0;0.8333333333333334
776;27;P;28.0;29.0;0.9655172413793104
777;27;R;19.0;24.0;0.7916666666666666
778;27;S;30.0;35.0;0.8571428571428571
779;27;T;24.0;28.0;0.8571428571428571
780;27;V;24.0;32.0;0.75
781;27;W;22.0;25.0;0.88
782;27;X;19.0;29.0;0.6551724137931034
783;27;Z;16.0;21.0;0.7619047619047619
784;28;1;14.0;24.0;0.5833333333333334
785;28;2;20.0;34.0;0.5882352941176471
786;28;3;36.0;37.0;0.972972972972973
787;28;4;22.0;30.0;0.7333333333333333
788;28;5;25.0;27.0;0.9259259259259259
789;28;6;16.0;21.0;0.7619047619047619
790;28;7;21.0;28.0;0.75
791;28;8;20.0;27.0;0.7407407407407407
792;28;9;23.0;26.0;0.8846153846153846
793;28;B;27.0;28.0;0.9642857142857143
794;28;C;23.0;27.0;0.8518518518518519
795;28;D;18.0;21.0;0.8571428571428571
796;28;F;19.0;25.0;0.76
797;28;G;29.0;34.0;0.8529411764705882
798;28;H;18.0;29.0;0.6206896551724138
799;28;J;24.0;30.0;0.8
800;28;K;21.0;23.0;0.9130434782608695
801;28;L;21.0;22.0;0.9545454545454546
802;28;M;27.0;31.0;0.8709677419354839
803;28;N;35.0;39.0;0.8974358974358975
804;28;P;22.0;26.0;0.8461538461538461
805;28;R;26.0;34.0;0.7647058823529411
806;28;S;24.0;32.0;0.75
807;28;T;22.0;32.0;0.6875
808;28;V;27.0;30.0;0.9
809;28;W;30.0;34.0;0.8823529411764706
810;28;X;19.0;25.0;0.76
811;28;Z;19.0;24.0;0.7916666666666666
812;29;1;22.0;27.0;0.8148148148148148
813;29;2;14.0;23.0;0.6086956521739131
814;29;3;22.0;24.0;0.9166666666666666
815;29;4;21.0;28.0;0.75
816;29;5;29.0;34.0;0.8529411764705882
817;29;6;22.0;24.0;0.9166666666666666
818;29;7;13.0;27.0;0.48148148148148145
819;29;8;16.0;23.0;0.6956521739130435
820;29;9;17.0;27.0;0.6296296296296297
821;29;B;33.0;40.0;0.825
822;29;C;19.0;23.0;0.8260869565217391
823;29;D;22.0;25.0;0.88
824;29;F;29.0;33.0;0.8787878787878788
825;29;G;26.0;34.0;0.7647058823529411
826;29;H;19.0;27.0;0.7037037037037037
827;29;J;24.0;30.0;0.8
828;29;K;24.0;28.0;0.8571428571428571
829;29;L;28.0;32.0;0.875
830;29;M;27.0;31.0;0.8709677419354839
831;29;N;31.0;34.0;0.9117647058823529
832;29;P;28.0;35.0;0.8
833;29;R;24.0;27.0;0.8888888888888888
834;29;S;19.0;24.0;0.7916666666666666
835;29;T;24.0;35.0;0.6857142857142857
836;29;V;27.0;32.0;0.84375
837;29;W;23.0;25.0;0.92
838;29;X;20.0;25.0;0.8
839;29;Z;20.0;23.0;0.8695652173913043
