;n;metric
0;0;3.327198419570923
1;0;3.330219702720642
2;0;3.3275107073783876
3;0;3.317729308605194
4;0;3.308316757678986
5;0;3.280244703292847
6;0;3.2153302025794983
7;0;3.1027214455604555
8;0;2.6593112671375274
9;0;2.2147341895103456
10;0;1.8275379717350007
11;0;1.6130571088194847
12;0;1.1600795547664164
13;0;1.2103383573144675
14;0;1.1903271271288396
15;0;0.8517847634851933
16;0;0.790283592492342
17;0;0.7503631868585944
18;0;0.7721186633780599
19;0;0.5869514781795442
20;0;0.461441912278533
21;0;0.5854467356484383
22;0;0.565908739939332
23;0;0.441018285965547
24;0;0.36256933015887627
25;0;0.42252849403070286
26;0;0.49723625657148657
27;0;0.40443069878034293
28;0;0.3134409151924774
29;0;0.28155045049497857
30;0;0.40370634497143326
31;0;0.3378773677931167
32;0;0.34385261431802067
33;0;0.24421067946124822
34;0;0.3155509134789463
35;0;0.2541632482409477
36;0;0.16546113157994113
37;0;0.29695294705685227
38;0;0.3040087759587914
39;0;0.24761491113109513
40;0;0.22632251837057993
41;0;0.21130647502432112
42;0;0.23360512328217736
43;0;0.264348314529052
44;0;0.16103769909357651
45;0;0.16381304087524767
46;0;0.2324398297764128
47;0;0.2938313332758844
48;0;0.19084104645007754
49;0;0.20463645467272726
50;0;0.18181816465279554
51;0;0.21026713596424088
52;0;0.14777527553786057
53;0;0.1142777098363149
54;0;0.19173087822404342
55;0;0.23677154590928695
56;0;0.10717217385972617
57;0;0.1237133290413476
58;0;0.2871534987039922
59;0;0.23008962421969045
60;0;0.10920258059908519
61;0;0.2138300808618078
62;0;0.13893585239740788
63;0;0.179733749863517
64;0;0.1458383580541704
65;0;0.11154341336965444
66;0;0.18938747295484062
67;0;0.11829252533032558
68;0;0.1524410008598352
69;0;0.11254982645157724
70;0;0.1242551406621351
71;0;0.1894410903147218
72;0;0.11707311704391031
73;0;0.17413262174093688
74;0;0.108175663734728
75;0;0.14893197692901594
76;0;0.11526049552689073
77;0;0.12670061787001033
78;0;0.09492636771596154
79;0;0.169676795584528
80;0;0.08050402602471878
81;0;0.13890020872990136
82;0;0.14176432773907435
83;0;0.1297409948722634
84;0;0.1808179688283417
85;0;0.10922941071235982
86;0;0.08018988187221111
87;0;0.11763336317832
88;0;0.0802400637663959
89;0;0.10088377106170811
90;0;0.14287045632961962
91;0;0.12884325744737
92;0;0.1444365466272575
93;0;0.07626476909641497
94;0;0.09002548201322497
95;0;0.11723076427675551
96;0;0.1285401184476359
97;0;0.07462757498004066
98;0;0.11725597779011877
99;0;0.09171679848586792
100;0;0.10247123738532536
101;0;0.11110318622515479
102;0;0.07566700706418487
103;0;0.12359302653174381
104;0;0.11313924311121809
105;0;0.12171207073421102
106;0;0.09321047490229831
107;0;0.10062037608964601
108;0;0.08072381187324935
109;0;0.07998277217837313
110;0;0.1229338460508734
111;0;0.12499423690096592
112;0;0.1033326044838759
113;0;0.06591049884049426
114;0;0.13353175354772248
115;0;0.060227886874017714
116;0;0.049155860788014254
117;0;0.1417584884847747
118;0;0.08058613694629457
119;0;0.11067798913296428
120;0;0.05044086534246162
121;0;0.10854329378707916
122;0;0.11720956543736975
123;0;0.06411574326513801
124;0;0.09663760151379393
125;0;0.06138096969552862
126;0;0.12932238386638345
127;0;0.060090729002913575
128;0;0.04792241521878168
129;0;0.08992900833320164
130;0;0.12046637213825306
131;0;0.08722786221454953
132;0;0.09551728277336224
133;0;0.06462803909213108
134;0;0.0720078422376173
135;0;0.11630380497157602
136;0;0.0666331917415664
137;0;0.09630681575345079
138;0;0.06334844108081597
139;0;0.12555156691392766
140;0;0.08884087974249269
141;0;0.07228063011003542
142;0;0.11758354644181963
143;0;0.09399967610501335
144;0;0.08587605635621003
145;0;0.12777857987726748
146;0;0.04040732916080742
147;0;0.09036512435304758
148;0;0.08658124914180007
149;0;0.0441955171893278
150;0;0.1474941769799625
151;0;0.059830068221781406
152;0;0.07580608904776455
153;0;0.05122452510997391
154;0;0.11622460678808694
155;0;0.082524278982346
156;0;0.08801480212977367
157;0;0.09778919210424647
158;0;0.06148141541318182
159;0;0.05764014192136528
160;0;0.10496345271336395
161;0;0.05174024369880499
162;0;0.07762791868171917
163;0;0.07151054546202432
164;0;0.0920384412473868
165;0;0.0974888654629649
166;0;0.08789091414691938
167;0;0.03614053752758992
168;0;0.06470700446036062
169;0;0.08784342182760156
170;0;0.1077078990452901
171;0;0.054639966405484304
172;0;0.06069245762821083
173;0;0.12027211672717385
174;0;0.06446171672489072
175;0;0.05781568521777444
176;0;0.05942419981416606
177;0;0.06042215805848173
178;0;0.061812579964025643
179;0;0.12346940593986801
180;0;0.07579192145050001
181;0;0.07486552492169722
182;0;0.06194000715049697
183;0;0.07777346895636583
184;0;0.05521302016994014
185;0;0.06662248091182846
186;0;0.09925709094126432
187;0;0.06177767901617699
188;0;0.08648517683840509
189;0;0.09247401956476096
190;0;0.06342464570312586
191;0;0.07260957894108287
192;0;0.11954189251646312
193;0;0.05065949137826465
194;0;0.07221314747497672
195;0;0.061581612018326265
196;0;0.0695133074530895
197;0;0.07016042403140091
198;0;0.07385117545953107
199;0;0.08881892734982558
200;0;0.07409847005823395
201;0;0.08183538913912343
202;0;0.08790306235501703
203;0;0.08743489869324549
204;0;0.077951139560912
205;0;0.06047577723245922
206;0;0.0895445582276443
207;0;0.09172255825149478
208;0;0.09026051134271257
209;0;0.082076893335352
210;0;0.05613662890516934
211;0;0.07777536182311451
212;0;0.051969131471123545
213;0;0.09104335302807158
214;0;0.05884827968453465
215;0;0.10321802453355304
216;0;0.054017119938562244
217;0;0.06653693678651962
218;0;0.08375448700838206
219;0;0.11343668602392426
220;0;0.08488353967398325
221;0;0.0965984372497769
222;0;0.09192087571680531
223;0;0.08176801466606776
224;0;0.0903085201925569
225;0;0.044536337978242954
226;0;0.06736931027960054
227;0;0.09299833860832223
228;0;0.0991773944117017
229;0;0.045361037834281887
230;0;0.06315656541687531
231;0;0.07032655046010404
232;0;0.05892091358609832
233;0;0.05696532465005248
234;0;0.0978269445035221
235;0;0.05541905535990736
236;0;0.025768536193972978
237;0;0.07366597629232274
238;0;0.09784172567828137
239;0;0.06890973143902557
240;1;3.3336324524879455
241;1;3.329570002555847
242;1;3.330001082420349
243;1;3.3296619939804075
244;1;3.3228383803367616
245;1;3.3217238712310793
246;1;3.312874712944031
247;1;3.309124171733856
248;1;3.2879818987846376
249;1;3.2820835971832274
250;1;3.219640221595764
251;1;3.034623074531555
252;1;2.6033041214942934
253;1;2.152114955186844
254;1;1.7191399735212327
255;1;1.6078804746270179
256;1;1.1743566884100438
257;1;1.286270215138793
258;1;0.971580913439393
259;1;0.8688588639348745
260;1;0.6915309238806366
261;1;0.8097201811149717
262;1;0.6779377488233149
263;1;0.5440110944025218
264;1;0.4259051444195211
265;1;0.4076977982092649
266;1;0.562371927164495
267;1;0.4941938679665327
268;1;0.2762847771891393
269;1;0.38389605038100855
270;1;0.3991491430718452
271;1;0.4319828808959574
272;1;0.2924115544650704
273;1;0.37810822285246104
274;1;0.27749550867825745
275;1;0.2514989274507389
276;1;0.20933817480923608
277;1;0.22236890341620894
278;1;0.2808040522458032
279;1;0.35367544324370104
280;1;0.18256410645437426
281;1;0.21787667592754587
282;1;0.23234967139083892
283;1;0.2638721117435489
284;1;0.15391496443888172
285;1;0.2183806128561264
286;1;0.21599744479142827
287;1;0.1853601906460244
288;1;0.13756721211364492
289;1;0.20412684132927097
290;1;0.22731384419486858
291;1;0.18435973151994403
292;1;0.13058116876520218
293;1;0.20241780151394778
294;1;0.13209354329679626
295;1;0.14863791283598402
296;1;0.15191692470747512
297;1;0.1220899792725686
298;1;0.18605290153762324
299;1;0.15918243792373687
300;1;0.145427947594726
301;1;0.1414942350523779
302;1;0.13612327356880996
303;1;0.15002042697014986
304;1;0.14892768834659365
305;1;0.14383757414499995
306;1;0.1512765156016394
307;1;0.09953446691317368
308;1;0.051964614285097924
309;1;0.16950855490707908
310;1;0.17489602220593953
311;1;0.11960279067599913
312;1;0.12966309762443415
313;1;0.08334783245809377
314;1;0.1289887298893882
315;1;0.17830718687735497
316;1;0.15622406293106905
317;1;0.14945843636633072
318;1;0.07077122925489675
319;1;0.13376756006269716
320;1;0.08821619773530984
321;1;0.12684752037173894
322;1;0.1240827517141588
323;1;0.11795077339978889
324;1;0.14986756069054535
325;1;0.10205580281977746
326;1;0.11487198371287377
327;1;0.07226420440665607
328;1;0.0991853240387718
329;1;0.0776546138834965
330;1;0.10903357407732983
331;1;0.15145917924230162
332;1;0.09066844368935563
333;1;0.12240531182564154
334;1;0.08135206897655735
335;1;0.15455763066071085
336;1;0.0654159753843851
337;1;0.09333254643141117
338;1;0.16598449103621532
339;1;0.1148404809946078
340;1;0.07877576049508207
341;1;0.09194239261174517
342;1;0.14209228042320318
343;1;0.09296613880862424
344;1;0.1269183385434735
345;1;0.08903508483854239
346;1;0.10103057411761256
347;1;0.04828943360167614
348;1;0.07496619510973687
349;1;0.06567640997862327
350;1;0.12975305662956088
351;1;0.0777581771365658
352;1;0.08637438438789104
353;1;0.09644987203133497
354;1;0.09322865511741839
355;1;0.06156347707408713
356;1;0.06392610263166716
357;1;0.07423521294564125
358;1;0.10441350183555187
359;1;0.09128631396590209
360;1;0.060243192559792075
361;1;0.07297311471193098
362;1;0.12657841382217158
363;1;0.07081945170022663
364;1;0.06039725489492412
365;1;0.08436593359874678
366;1;0.11128952541130274
367;1;0.06890017217774584
368;1;0.041885577288267084
369;1;0.05447958876666235
370;1;0.1253181266165484
371;1;0.07875480321868963
372;1;0.0914083689000654
373;1;0.09754603332403348
374;1;0.055902543159318155
375;1;0.0768546175363008
376;1;0.08403540107308799
377;1;0.07748357775421028
378;1;0.08378958990495448
379;1;0.05110880932496002
380;1;0.09296677333175467
381;1;0.08180433140081732
382;1;0.07095511038176483
383;1;0.07937580957612227
384;1;0.07755078810238956
385;1;0.05371951969496877
386;1;0.06528218078276041
387;1;0.08943203599312255
388;1;0.05130673235493305
389;1;0.08830605097398803
390;1;0.06579919185827748
391;1;0.09927583080800105
392;1;0.09548591356382531
393;1;0.06261596150981859
394;1;0.0547795665329977
395;1;0.06662796503860591
396;1;0.09239126849686727
397;1;0.07052405721602555
398;1;0.030749260392294673
399;1;0.09023319702926529
400;1;0.04466852559395193
401;1;0.06708382136013824
402;1;0.06594593311296194
403;1;0.08956626668463287
404;1;0.05575194989618467
405;1;0.07675207859638249
406;1;0.07415214843546891
407;1;0.0565644731244538
408;1;0.05201369128493752
409;1;0.0548166225357636
410;1;0.053755156838051335
411;1;0.08586237617144434
412;1;0.059446855692658576
413;1;0.09687390069970206
414;1;0.04073383489034313
415;1;0.06690477023152198
416;1;0.024764898363609972
417;1;0.05783218968557776
418;1;0.08318269802148279
419;1;0.09491391556781309
420;1;0.11326143894741109
421;1;0.05294168257459205
422;1;0.046760008978963014
423;1;0.04881511813991892
