;n;label;hit;total;percent
644;23;1;16.0;24.0;0.6666666666666666
645;23;2;26.0;28.0;0.9285714285714286
646;23;3;29.0;30.0;0.9666666666666667
647;23;4;21.0;24.0;0.875
648;23;5;32.0;32.0;1.0
649;23;6;19.0;23.0;0.8260869565217391
650;23;7;28.0;34.0;0.8235294117647058
651;23;8;27.0;27.0;1.0
652;23;9;32.0;33.0;0.9696969696969697
653;23;B;32.0;33.0;0.9696969696969697
654;23;C;32.0;32.0;1.0
655;23;D;25.0;25.0;1.0
656;23;F;27.0;27.0;1.0
657;23;G;30.0;33.0;0.9090909090909091
658;23;H;25.0;30.0;0.8333333333333334
659;23;J;32.0;34.0;0.9411764705882353
660;23;K;29.0;29.0;1.0
661;23;L;30.0;31.0;0.967741935483871
662;23;M;26.0;27.0;0.9629629629629629
663;23;N;30.0;33.0;0.9090909090909091
664;23;P;27.0;28.0;0.9642857142857143
665;23;R;13.0;13.0;1.0
666;23;S;22.0;22.0;1.0
667;23;T;26.0;27.0;0.9629629629629629
668;23;V;27.0;29.0;0.9310344827586207
669;23;W;32.0;33.0;0.9696969696969697
670;23;X;27.0;29.0;0.9310344827586207
671;23;Z;29.0;30.0;0.9666666666666667
672;24;1;20.0;25.0;0.8
673;24;2;24.0;26.0;0.9230769230769231
674;24;3;27.0;28.0;0.9642857142857143
675;24;4;22.0;25.0;0.88
676;24;5;28.0;30.0;0.9333333333333333
677;24;6;21.0;22.0;0.9545454545454546
678;24;7;15.0;24.0;0.625
679;24;8;28.0;30.0;0.9333333333333333
680;24;9;16.0;19.0;0.8421052631578947
681;24;B;39.0;39.0;1.0
682;24;C;29.0;29.0;1.0
683;24;D;17.0;25.0;0.68
684;24;F;28.0;31.0;0.9032258064516129
685;24;G;28.0;29.0;0.9655172413793104
686;24;H;27.0;29.0;0.9310344827586207
687;24;J;19.0;19.0;1.0
688;24;K;22.0;25.0;0.88
689;24;L;35.0;36.0;0.9722222222222222
690;24;M;31.0;32.0;0.96875
691;24;N;39.0;41.0;0.9512195121951219
692;24;P;25.0;36.0;0.6944444444444444
693;24;R;26.0;27.0;0.9629629629629629
694;24;S;28.0;29.0;0.9655172413793104
695;24;T;29.0;32.0;0.90625
696;24;V;28.0;29.0;0.9655172413793104
697;24;W;27.0;28.0;0.9642857142857143
698;24;X;24.0;26.0;0.9230769230769231
699;24;Z;28.0;29.0;0.9655172413793104
700;25;1;28.0;36.0;0.7777777777777778
701;25;2;28.0;32.0;0.875
702;25;3;23.0;25.0;0.92
703;25;4;24.0;25.0;0.96
704;25;5;20.0;22.0;0.9090909090909091
705;25;6;27.0;29.0;0.9310344827586207
706;25;7;27.0;29.0;0.9310344827586207
707;25;8;23.0;29.0;0.7931034482758621
708;25;9;20.0;21.0;0.9523809523809523
709;25;B;32.0;33.0;0.9696969696969697
710;25;C;26.0;27.0;0.9629629629629629
711;25;D;20.0;22.0;0.9090909090909091
712;25;F;31.0;33.0;0.9393939393939394
713;25;G;25.0;25.0;1.0
714;25;H;22.0;23.0;0.9565217391304348
715;25;J;31.0;34.0;0.9117647058823529
716;25;K;31.0;34.0;0.9117647058823529
717;25;L;17.0;20.0;0.85
718;25;M;28.0;33.0;0.8484848484848485
719;25;N;30.0;35.0;0.8571428571428571
720;25;P;31.0;33.0;0.9393939393939394
721;25;R;23.0;26.0;0.8846153846153846
722;25;S;30.0;33.0;0.9090909090909091
723;25;T;30.0;33.0;0.9090909090909091
724;25;V;26.0;29.0;0.896551724137931
725;25;W;26.0;26.0;1.0
726;25;X;21.0;23.0;0.9130434782608695
727;25;Z;29.0;30.0;0.9666666666666667
728;26;1;16.0;24.0;0.6666666666666666
729;26;2;30.0;30.0;1.0
730;26;3;26.0;29.0;0.896551724137931
731;26;4;25.0;27.0;0.9259259259259259
732;26;5;24.0;26.0;0.9230769230769231
733;26;6;16.0;20.0;0.8
734;26;7;28.0;30.0;0.9333333333333333
735;26;8;23.0;25.0;0.92
736;26;9;22.0;24.0;0.9166666666666666
737;26;B;39.0;41.0;0.9512195121951219
738;26;C;21.0;22.0;0.9545454545454546
739;26;D;29.0;32.0;0.90625
740;26;F;29.0;32.0;0.90625
741;26;G;30.0;32.0;0.9375
742;26;H;19.0;21.0;0.9047619047619048
743;26;J;28.0;31.0;0.9032258064516129
744;26;K;28.0;31.0;0.9032258064516129
745;26;L;28.0;31.0;0.9032258064516129
746;26;M;27.0;29.0;0.9310344827586207
747;26;N;30.0;33.0;0.9090909090909091
748;26;P;25.0;27.0;0.9259259259259259
749;26;R;21.0;22.0;0.9545454545454546
750;26;S;23.0;24.0;0.9583333333333334
751;26;T;30.0;30.0;1.0
752;26;V;31.0;32.0;0.96875
753;26;W;33.0;34.0;0.9705882352941176
754;26;X;28.0;32.0;0.875
755;26;Z;29.0;29.0;1.0
756;27;1;18.0;23.0;0.782608695652174
757;27;2;29.0;31.0;0.9354838709677419
758;27;3;32.0;33.0;0.9696969696969697
759;27;4;29.0;31.0;0.9354838709677419
760;27;5;27.0;29.0;0.9310344827586207
761;27;6;15.0;17.0;0.8823529411764706
762;27;7;25.0;29.0;0.8620689655172413
763;27;8;22.0;28.0;0.7857142857142857
764;27;9;26.0;29.0;0.896551724137931
765;27;B;29.0;29.0;1.0
766;27;C;32.0;32.0;1.0
767;27;D;18.0;21.0;0.8571428571428571
768;27;F;25.0;27.0;0.9259259259259259
769;27;G;29.0;31.0;0.9354838709677419
770;27;H;32.0;35.0;0.9142857142857143
771;27;J;23.0;28.0;0.8214285714285714
772;27;K;31.0;33.0;0.9393939393939394
773;27;L;31.0;32.0;0.96875
774;27;M;27.0;31.0;0.8709677419354839
775;27;N;24.0;27.0;0.8888888888888888
776;27;P;23.0;25.0;0.92
777;27;R;25.0;27.0;0.9259259259259259
778;27;S;26.0;26.0;1.0
779;27;T;24.0;26.0;0.9230769230769231
780;27;V;23.0;25.0;0.92
781;27;W;28.0;31.0;0.9032258064516129
782;27;X;25.0;27.0;0.9259259259259259
783;27;Z;37.0;37.0;1.0
784;28;1;20.0;25.0;0.8
785;28;2;23.0;28.0;0.8214285714285714
786;28;3;28.0;31.0;0.9032258064516129
787;28;4;24.0;28.0;0.8571428571428571
788;28;5;23.0;26.0;0.8846153846153846
789;28;6;22.0;25.0;0.88
790;28;7;32.0;35.0;0.9142857142857143
791;28;8;23.0;26.0;0.8846153846153846
792;28;9;27.0;27.0;1.0
793;28;B;35.0;36.0;0.9722222222222222
794;28;C;27.0;31.0;0.8709677419354839
795;28;D;24.0;28.0;0.8571428571428571
796;28;F;25.0;25.0;1.0
797;28;G;30.0;31.0;0.967741935483871
798;28;H;23.0;28.0;0.8214285714285714
799;28;J;18.0;23.0;0.782608695652174
800;28;K;29.0;32.0;0.90625
801;28;L;24.0;26.0;0.9230769230769231
802;28;M;22.0;24.0;0.9166666666666666
803;28;N;37.0;42.0;0.8809523809523809
804;28;P;17.0;20.0;0.85
805;28;R;31.0;31.0;1.0
806;28;S;29.0;29.0;1.0
807;28;T;25.0;28.0;0.8928571428571429
808;28;V;23.0;24.0;0.9583333333333334
809;28;W;33.0;34.0;0.9705882352941176
810;28;X;24.0;25.0;0.96
811;28;Z;32.0;32.0;1.0
812;29;1;20.0;29.0;0.6896551724137931
813;29;2;26.0;31.0;0.8387096774193549
814;29;3;34.0;37.0;0.918918918918919
815;29;4;32.0;32.0;1.0
816;29;5;17.0;19.0;0.8947368421052632
817;29;6;18.0;20.0;0.9
818;29;7;18.0;20.0;0.9
819;29;8;26.0;28.0;0.9285714285714286
820;29;9;22.0;23.0;0.9565217391304348
821;29;B;33.0;35.0;0.9428571428571428
822;29;C;26.0;26.0;1.0
823;29;D;17.0;20.0;0.85
824;29;F;27.0;28.0;0.9642857142857143
825;29;G;34.0;35.0;0.9714285714285714
826;29;H;27.0;29.0;0.9310344827586207
827;29;J;30.0;31.0;0.967741935483871
828;29;K;28.0;28.0;1.0
829;29;L;26.0;27.0;0.9629629629629629
830;29;M;28.0;29.0;0.9655172413793104
831;29;N;34.0;39.0;0.8717948717948718
832;29;P;29.0;30.0;0.9666666666666667
833;29;R;28.0;30.0;0.9333333333333333
834;29;S;24.0;27.0;0.8888888888888888
835;29;T;25.0;27.0;0.9259259259259259
836;29;V;28.0;31.0;0.9032258064516129
837;29;W;36.0;37.0;0.972972972972973
838;29;X;24.0;25.0;0.96
839;29;Z;25.0;27.0;0.9259259259259259
